x86,arm,code
488b4de8 48ba6766666666666666 4889c8 48f7ea 4889d0 48c1f802 48c1f93f 4889ca 4829d0 488945e8,f9400fe0 b203e7e1 f28ccce1 9b417c01 9342fc21 937ffc00 cb000020 f9000fe0,"        n = n / 10;             // n decrement
"
488b45f8 488945e8,f94017e0 f9000fe0,"    n = sum;                   
"
e943010000 48837de800 0f8fb2feffff,14000078 f9400fe0 f100001f 54fff0ec,"    while(n > 0){               // Now we can print the characters
"
488b4de8 48ba6766666666666666 4889c8 48f7ea 48c1fa02 4889c8 48c1f83f 4829c2 4889d0 48c1e002 4801d0 4801c0 4829c1 4889ca 488955f0,f9400fe1 b203e7e0 f28ccce0 9b407c20 9342fc02 937ffc20 cb000042 aa0203e0 d37ef400 8b020000 d37ff800 cb000020 f90013e0,"        r = n % 10;             // Selecting one number to print
"
48837df009 0f87c6000000 488b45f0 48c1e003 480570204000 488b00 ffe0,f94013e0 f100241f 54000a80 f94013e0 f100241f 54000b2c f94013e0 f100201f 54000940 f94013e0 f100201f 54000a6c f94013e0 f1001c1f 54000800 f94013e0 f1001c1f 540009ac f94013e0 f100181f 540006c0 f94013e0 f100181f 540008ec f94013e0 f100141f 54000580 f94013e0 f100141f 5400082c f94013e0 f100101f 54000440 f94013e0 f100101f 5400076c f94013e0 f1000c1f 54000300 f94013e0 f1000c1f 540006ac f94013e0 f100081f 540001c0 f94013e0 f100081f 540005ec f94013e0 f100001f 54000500 f94013e0 f100041f 54000521,"        switch(r){              // Print the corresponding character for each case    
"
bf27204000 b800000000 e8a2fdffff,90000000 91286000 97ffff3d,"        printf(""one "");    
"
e9af000000,14000029,"        break;    
"
bf2c204000 b800000000 e88efdffff,90000000 91288000 97ffff39,"        printf(""two "");    
"
e99b000000,14000025,"        break;    
"
bf31204000 b800000000 e87afdffff,90000000 9128a000 97ffff35,"        printf(""three "");    
"
e987000000,14000021,"        break;    
"
bf38204000 b800000000 e866fdffff,90000000 9128c000 97ffff31,"        printf(""four "");    
"
eb76,1400001d,"        break;    
"
bf3e204000 b800000000 e855fdffff,90000000 9128e000 97ffff2d,"        printf(""five "");    
"
eb65,14000019,"        break;    
"
bf44204000 b800000000 e844fdffff,90000000 91290000 97ffff29,"        printf(""six "");    
"
eb54,14000015,"        break;    
"
bf49204000 b800000000 e833fdffff,90000000 91292000 97ffff25,"        printf(""seven "");    
"
eb43,14000011,"        break;    
"
bf50204000 b800000000 e822fdffff,90000000 91294000 97ffff21,"        printf(""eight "");    
"
eb32,1400000d,"        break;    
"
bf57204000 b800000000 e811fdffff,90000000 91296000 97ffff1d,"        printf(""nine "");    
"
eb21,14000009,"        break;    
"
bf5d204000 b800000000 e800fdffff,90000000 91298000 97ffff19,"        printf(""zero "");    
"
eb10,14000005,"        break;    
"
bf63204000 b800000000 e8effcffff,90000000 9129a000 97ffff15,"        printf(""undefined"");    
"
90,d503201f,"        break;    
"
488b4de8 48ba6766666666666666 4889c8 48f7ea 4889d0 48c1f802 48c1f93f 4889ca 4829d0 488945e8,f9400fe0 b203e7e1 f28ccce1 9b417c01 9342fc21 937ffc00 cb000020 f9000fe0,"        n = n / 10;             //Decrementing n, ensuring the condition to the loop break
"
bf0a000000 e8a0fcffff,52800140 97ffff0b,"        printf(""\n"");       
"
90 c9 c3 662e0f1f840000000000 0f1f00,d503201f a8c37bfd d65f03c0,}  
55 4889e5 4883ec20 897dec 8975e8,a9bd7bfd 910003fd b9001fe0 b9001be1,"void PrintBits(int power, int num){
"
c745fc00000000,b9002fff,"    int firstOne = 0;
"
eb44 837dec00 7fb6,1400001b b9401fe0 7100001f 54fffc8c,"    while (power > 0) {
"
8b45e8 3b45ec 7c1d,b9401be1 b9401fe0 6b00003f 540001ab,"      if (num >= power) {
"
c745fc01000000,52800020 b9002fe0,"        firstOne = 1;
"
bf31000000 e8aafeffff,52800620 97ffffa5,"        printf(""1"");
"
8b45e8 99 f77dec 8955e8 eb10,b9401be0 b9401fe1 1ac10c02 b9401fe1 1b017c41 4b010000 b9001be0 14000006,"        num %= power;
"
837dfc01 750a,b9402fe0 7100041f 54000061,"      } else if (firstOne == 1) {
"
bf30000000 e88efeffff,52800600 97ffff98,"          printf(""0"");
"
8b45ec 89c2 c1ea1f 01d0 d1f8 8945ec,b9401fe0 531f7c01 0b000020 13017c00 b9001fe0,"      power /= 2;
"
bf0a000000 e86ffeffff,52800140 97ffff8e,"    printf(""\n"");
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main() {
"
c745f800000000,b9001bff,"    int num = 0;
"
c745fc01000000,52800020 b9001fe0,"    int power = 1;
"
bf08204000 b800000000 e867feffff,90000000 91236000 97ffff7f,"    printf(""Please enter a numeric value: "");
"
488d45f8 4889c6 bf27204000 b800000000 e861feffff,910063e0 aa0003e1 90000000 9123e000 97ffff76,"    scanf(""%d"", & num);
"
8b45f8 89c6 bf2a204000 b800000000 e83dfeffff,b9401be0 2a0003e1 90000000 91240000 97ffff75,"    printf(""%d represented in binary is: "", num);
"
eb03 8b45f8 3945fc 7cf5,14000004 b9401be0 b9401fe1 6b00003f 54ffff4b,"    while (power < num) {
"
d165fc,b9401fe0 531f7800 b9001fe0,"      power *= 2;
"
8b45f8 85c0 750c,b9401be0 7100001f 540000a1,"    if (num == 0) {
"
bf48204000 e80ffeffff eb0f,90000000 91248000 97ffff5f 14000005,"      printf(""0\n"");
"
8b55f8 8b45fc 89d6 89c7 e814ffffff,b9401be0 2a0003e1 b9401fe0 97ffffb4,"      PrintBits(power, num);
"
b800000000,52800000,"    return (0);
"
c9 c3 0f1f8000000000,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec30,a9bc7bfd 910003fd,"{
"
488d45d8 4889c6 bf04204000 b800000000 e8ecfeffff,910063e0 aa0003e1 90000000 9120a000 97ffffb0,"    scanf(""%lld"",&r);
"
48c745e800000000 e9ab000000 488345e801 488b45d8 483945e8 0f8c47ffffff,f90017ff 14000036 f94017e0 91000400 f90017e0 f9400fe0 f94017e1 eb00003f 54fff90b,"    for(i=0;i<r;i++)
"
bf0a000000 e8b5feffff,52800140 97ffffb4,"      printf(""\n"");
"
48c745f000000000 eb14 488345f001 488b45d8 4883e801 482b45e8 483945f0 7cda,f9001bff 14000007 f9401be0 91000400 f9001be0 f9400fe0 d1000401 f94017e0 cb000020 f9401be1 eb00003f 54fffe8b,"        for(j=0;j<r-1-i;j++)
"
bf09204000 b800000000 e8acfeffff,90000000 9120c000 97ffffab,"            printf(""  "");
"
48c745f800000000 eb4e 488345f801 488b45f8 483b45e8 7ea8,f9001fff 1400001a f9401fe0 91000400 f9001fe0 f9401fe1 f94017e0 eb00003f 54fffc8d,"        for(k=0;k<=i;k++){
"
48837de800 7407 48837df800 750a,f94017e0 f100001f 54000080 f9401fe0 f100001f 54000081,"            if(i==0 || k==0)
"
48c745e001000000 eb1b,d2800020 f90013e0 1400000a,"                coeff=1;
"
488b45e8 482b45f8 4883c001 480faf45e0 4899 48f77df8 488945e0,f94017e1 f9401fe0 cb000020 91000401 f94013e0 9b007c21 f9401fe0 9ac00c20 f90013e0,"                coeff=coeff*(i-k+1)/k;
"
488b45e0 4889c6 bf0c204000 b800000000 e842feffff,f94013e1 90000000 9120e000 97ffff89,"            printf(""%4lld"",coeff);
"
bf0a000000 e819feffff,52800140 97ffff84,"        printf(""\n"");
"
b800000000,52800000,"    return 0;
"
c9 c3 662e0f1f840000000000 0f1f440000,a8c47bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main() {
"
bf04204000 b800000000 e8e3feffff,90000000 911da000 97ffffb6,"  printf(""Enter a positive integer: "");
"
488d45f8 4889c6 bf1f204000 b800000000 e8ddfeffff,910063e0 aa0003e1 90000000 911e2000 97ffffad,"  scanf(""%d"", & number);
"
8b45f8 89c7 e81e000000 8945fc,b9401be0 94000009 b9001fe0,"  result = sum(number);
"
8b45fc 89c6 bf22204000 b800000000 e8acfeffff,b9401fe1 90000000 911e4000 97ffffaa,"  printf(""sum = %d"", result);
"
b800000000,52800000,"  return 0;
"
c9 c3,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10 897dfc,a9be7bfd 910003fd b9001fe0,"int sum(int num) {
"
837dfc00 7414,b9401fe0 7100001f 54000100,"  if (num != 0)
"
8b45fc 83e801 89c7 e8e2ffffff 8b55fc 01d0 eb03,b9401fe0 51000400 97fffff8 2a0003e1 b9401fe0 0b000020 14000002,"    return num + sum(num - 1); // sum() function calls itself
"
8b45fc,b9401fe0,"    return num;
"
c9 c3 662e0f1f840000000000 90,a8c27bfd d65f03c0,"}
"
55 4889e5 4881eca0000000,a9b67bfd 910003fd,"{
"
bf04204000 b800000000 e8e0feffff,90000000 91284000 97ffffba,"	printf(""Enter no. of elements:"");
"
488d856cffffff 4889c6 bf1b204000 b800000000 e8d7feffff,910053e0 aa0003e1 90000000 9128a000 97ffffb1,"	scanf(""%d"",&n);
"
bf1e204000 b800000000 e8b8feffff,90000000 9128c000 97ffffb2,"	printf(""\nEnter elements:"");
"
c745fc01000000 eb2a 8345fc01 8b856cffffff 3945fc 7ecb,52800020 b9009fe0 1400000c b9409fe0 11000400 b9009fe0 b94017e0 b9409fe1 6b00003f 54fffe4d,"	for(i=1;i<=n;i++)
"
488d8570ffffff 8b55fc 4863d2 48c1e202 4801d0 4889c6 bf1b204000 b800000000 e899feffff,910063e1 b9809fe0 d37ef400 8b000020 aa0003e1 90000000 9128a000 97ffffa3,"		scanf(""%d"",&heap[i]);
"
8b856cffffff 898570ffffff,b94017e0 b9001be0,"	heap[0]=n;
"
488d8570ffffff 4889c7 e8a6000000,910063e0 94000032,"	create(heap);
"
eb56 8b8570ffffff 83f801 7f9f,14000015 b9401be0 7100041f 54fffd4c,"	while(heap[0] > 1)
"
8b8570ffffff 8945f8,b9401be0 b9009be0,"		last=heap[0];
"
8b8574ffffff 8945f4,b9401fe0 b90097e0,"		temp=heap[1];
"
8b45f8 4898 8b848570ffffff 898574ffffff,b9809be0 d37ef400 910063e1 b8606820 b9001fe0,"		heap[1]=heap[last];
"
8b45f8 4898 8b55f4 89948570ffffff,b9809be0 d37ef400 910063e1 b94097e2 b8206822,"		heap[last]=temp;
"
8b8570ffffff 83e801 898570ffffff,b9401be0 51000400 b9001be0,"		heap[0]--;
"
488d8570ffffff be01000000 4889c7 e893000000,910063e0 52800021 94000036,"		down_adjust(heap,1);
"
bf2f204000 e8e2fdffff,90000000 91292000 97ffff79,"	printf(""\nArray after sorting:\n"");
"
c745fc01000000 eb21 8345fc01 8b856cffffff 3945fc 7ed4,52800020 b9009fe0 1400000c b9409fe0 11000400 b9009fe0 b94017e0 b9409fe1 6b00003f 54fffe4d,"	for(i=1;i<=n;i++)
"
8b45fc 4898 8b848570ffffff 89c6 bf45204000 b800000000 e8ccfdffff,b9809fe0 d37ef400 910063e1 b8606820 2a0003e1 90000000 91298000 97ffff76,"		printf(""%d "",heap[i]);
"
90 90 c9 c3,d503201f d503201f a8ca7bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8,a9bd7bfd 910003fd f9000fe0,"{
"
488b45e8 8b00 8945f8,f9400fe0 b9400000 b9002be0,"	n=heap[0]; //no. of elements
"
8b45f8 89c2 c1ea1f 01d0 d1f8 8945fc eb15 836dfc01 837dfc00 7fe5,b9402be0 531f7c01 0b000020 13017c00 b9002fe0 14000007 b9402fe0 51000400 b9002fe0 b9402fe0 7100001f 54ffff0c,"	for(i=n/2;i>=1;i--)
"
8b55fc 488b45e8 89d6 4889c7 e80e000000,b9402fe1 f9400fe0 9400000b,"		down_adjust(heap,i);
"
90 90 c9 c3,d503201f d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 48897de8 8975e4,d10083ff f90007e0 b90007e1,"{
"
c745f801000000,52800020 b9001be0,"	int j,temp,n,flag=1;
"
488b45e8 8b00 8945f4,f94007e0 b9400000 b90017e0,"	n=heap[0];
"
e9e6000000 8b45e4 01c0 3945f4 7c0a 837df801 0f8406ffffff,1400003e b94007e0 531f7800 b94017e1 6b00003f 5400008b b9401be0 7100041f 54fff780,"	while(2*i<=n && flag==1)
"
8b45e4 01c0 8945fc,b94007e0 531f7800 b9001fe0,"		j=2*i;	//j points to left child
"
8b45fc 3b45f4 7d38 8b45fc 4898 4883c001 488d148500000000 488b45e8 4801d0 8b10 8b45fc 4898 488d0c8500000000 488b45e8 4801c8 8b00 39c2 7e04,b9401fe1 b94017e0 6b00003f 5400022a b9801fe0 91000400 d37ef400 f94007e1 8b000020 b9400001 b9801fe0 d37ef400 f94007e2 8b000040 b9400000 6b00003f 5400008d,"		if(j+1<=n && heap[j+1] > heap[j])
"
8345fc01,b9401fe0 11000400 b9001fe0,"			j=j+1;
"
8b45e4 4898 488d148500000000 488b45e8 4801d0 8b10 8b45fc 4898 488d0c8500000000 488b45e8 4801c8 8b00 39c2 7e09,b98007e0 d37ef400 f94007e1 8b000020 b9400001 b9801fe0 d37ef400 f94007e2 8b000040 b9400000 6b00003f 5400006d,"		if(heap[i] > heap[j])
"
c745f800000000 eb65,b9001bff 14000019,"			flag=0;
"
8b45e4 4898 488d148500000000 488b45e8 4801d0 8b00 8945f0,b98007e0 d37ef400 f94007e1 8b000020 b9400000 b90013e0,"			temp=heap[i];
"
8b45fc 4898 488d148500000000 488b45e8 4801d0 8b55e4 4863d2 488d0c9500000000 488b55e8 4801ca 8b00 8902,b9801fe0 d37ef400 f94007e1 8b000021 b98007e0 d37ef400 f94007e2 8b000040 b9400021 b9000001,"			heap[i]=heap[j];
"
8b45fc 4898 488d148500000000 488b45e8 4801c2 8b45f0 8902,b9801fe0 d37ef400 f94007e1 8b000020 b94013e1 b9000001,"			heap[j]=temp;
"
8b45fc 8945e4,b9401fe0 b90007e0,"			i=j;
"
90 5d c3 0f1f8000000000,d503201f 910083ff d65f03c0,}
55 4889e5 4157 4156 4155 4154 53 4883ec58 4889e0 4889c3,a9b37bfd 910003fd a90153f3 a9025bf5 a90363f7 a9046bf9 f9002bfb 910003e0 aa0003f3,"{
"
bf08204000 e8c9feffff,90000000 91276000 97ffffab,"    printf(""enter the number of elements in an arrays\n"");
"
488d45a4 4889c6 bf32204000 b800000000 e8d3feffff,910293a0 aa0003e1 90000000 91282000 97ffffaa,"    scanf(""%d"",&n);
"
8b45a4 4863d0 4883ea01 488955c0 4863d0 48895590 48c7459800000000 4863d0 48895580 48c7458800000000 4898 488d148500000000 b810000000 4883e801 4801d0 b910000000 ba00000000 48f7f1 486bc010 4829c4 4889e0 4883c003 48c1e802 48c1e002 488945b8 8b45a4 4863d0 4883ea01 488955b0 4863d0 4989d6 41bf00000000 4863d0 4989d4 41bd00000000 4898 488d148500000000 b810000000 4883e801 4801d0 b910000000 ba00000000 48f7f1 486bc010 4829c4 4889e0 4883c003 48c1e802 48c1e002 488945a8,b940a7a0 93407c01 d1000421 f90063a1 93407c01 f9004ba1 f9004fbf a9490fa2 aa0203e1 d37bfc21 aa0303e4 d37be89b aa1b003b aa0203e1 d37be83a 93407c01 f90043a1 f90047bf a9480fa2 aa0203e1 d37bfc21 aa0303e4 d37be899 aa190039 aa0203e1 d37be838 93407c00 d37ef400 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000c00 d342fc00 d37ef400 f9005fa0 b940a7a0 93407c01 d1000421 f9005ba1 93407c01 f9003ba1 f9003fbf a9470fa2 aa0203e1 d37bfc21 aa0303e4 d37be897 aa170037 aa0203e1 d37be836 93407c01 f90033a1 f90037bf a9460fa2 aa0203e1 d37bfc21 aa0303e4 d37be895 aa150035 aa0203e1 d37be834 93407c00 d37ef400 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000c00 d342fc00 d37ef400 f90057a0,"    int a[n],b[n];
"
bf38204000 e8ddfdffff,90000000 91284000 97ffff59,"    printf(""enter the elements of 1st array\n"");
"
c745cc00000000 eb2a 8345cc01 8b45a4 3945cc 7cce,b900cfbf 1400000c b940cfa0 11000400 b900cfa0 b940a7a0 b940cfa1 6b00003f 54fffe4b,"    for(i=0;i<n;i++)
"
8b45cc 4898 488d148500000000 488b45b8 4801d0 4889c6 bf32204000 b800000000 e8cefdffff,b980cfa0 d37ef400 f9405fa1 8b000020 aa0003e1 90000000 91282000 97ffff53,"        scanf(""%d"",&a[i]);
"
bf58204000 e898fdffff,90000000 9128c000 97ffff45,"    printf(""enter the elements of 2nd array\n"");
"
c745c800000000 eb2a 8345c801 8b45a4 3945c8 7cce,b900cbbf 1400000c b940cba0 11000400 b900cba0 b940a7a0 b940cba1 6b00003f 54fffe4b,"    for(j=0;j<n;j++)
"
8b45c8 4898 488d148500000000 488b45a8 4801d0 4889c6 bf32204000 b800000000 e889fdffff,b980cba0 d37ef400 f94057a1 8b000020 aa0003e1 90000000 91282000 97ffff3f,"        scanf(""%d"",&b[j]);
"
bf78204000 b800000000 e85efdffff,90000000 91294000 97ffff39,"    printf(""The common numbers are: "");
"
c745cc00000000 eb55 8345cc01 8b45a4 3945cc 7ca3 4889dc b800000000,b900cfbf 1400001c b940cfa0 11000400 b900cfa0 b940a7a0 b940cfa1 6b00003f 54fffc4b 9100027f 52800000,"   for(i=0; i<n; i++){
"
c745c800000000 eb40 8345c801 8b45a4 3945c8 7cb8,b900cbbf 14000013 b940cba0 11000400 b900cba0 b940a7a0 b940cba1 6b00003f 54fffd6b,"	   for(j=0;j<n;j++){
"
488b45b8 8b55cc 4863d2 8b0c90 488b45a8 8b55c8 4863d2 8b0490 39c1 751e,f9405fa0 b980cfa1 b8617801 f94057a0 b980cba2 b8627800 6b00003f 54000101,"		   if(a[i]==b[j]){
"
488b45a8 8b55c8 4863d2 8b0490 89c6 bf91204000 b800000000 e810fdffff,f94057a0 b980cba1 b8617800 2a0003e1 90000000 9129c000 97ffff26,"			   printf(""%d\n"", b[j]);
"
488d65d8 5b 415c 415d 415e 415f 5d c3 90,910003bf a94153f3 a9425bf5 a94363f7 a9446bf9 f9402bfb a8cd7bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ float a,c;
"
bf04204000 b800000000 e8e3feffff,90000000 911d4000 97ffffb6,"printf(""Enter the Number : "");
"
488d45f4 4889c6 bf18204000 b800000000 e8ddfeffff,910053e0 aa0003e1 90000000 911da000 97ffffad,"scanf(""%f"",&a);
"
f30f1045f4 f30f2cc0 8945fc,bd4017e0 5ea1b800 bd001fe0,"b=a/1;
"
f30f1045f4 660fefc9 f30f2a4dfc f30f5cc1 f30f1145f8,bd4017e1 bd401fe0 5e21d800 1e203820 bd001be0,"c=a-b;
"
8b45fc 89c6 bf1b204000 b800000000 e896feffff,b9401fe1 90000000 911dc000 97ffffa5,"printf(""Integer Part is : %d\n"",b);
"
660fefd2 f30f5a55f8 66480f7ed0 66480f6ec0 bf31204000 b801000000 e874feffff,bd401be0 1e22c000 90000000 911e2000 97ffffa0,"printf(""Decimal Part is : %f"",c);
"
90 c9 c3 90,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ int a,b,c;
"
bf04204000 b800000000 e8e3feffff,90000000 911cc000 97ffffb6,"printf(""Enter two Numbers : "");
"
488d55f4 488d45f8 4889c6 bf19204000 b800000000 e8d9feffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911d2000 97ffffab,"scanf(""%d %d"",&a,&b);
"
8b55f8 8b45f4 01d0 8945fc,b9401be1 b94017e0 0b000020 b9001fe0,"c=a+b;
"
8b45fc 89c6 bf1f204000 b800000000 e8aafeffff,b9401fe1 90000000 911d4000 97ffffa7,"printf(""The Sum is %d"",c);
"
90 c9 c3 0f1f8000000000,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 897dec,d10083ff b9000fe0,"{
"
f20f1005e30e0000 f20f1145f8,1e6e1000 fd000fe0,"	double r = 1; // initial guess for the root
"
eb24 f20f1045f8 f20f59c0 660fefc9 f20f2a4dec f20f5cc1 f30f7e0db20e0000 660f54c1 f20f100db60e0000 660f2fc1 77ac,1400000a fd400fe0 1e600801 b9400fe0 1e620000 1e603820 1e60c000 90000000 fd43cc01 1e612010 54fffdcc,"	while (fabs(r*r - x) > MAX_ERROR)
"
660fefc0 f20f2a45ec f20f5e45f8 f20f5845f8 f20f100dc90e0000 f20f5ec1 f20f1145f8,b9400fe0 1e620001 fd400fe0 1e601821 fd400fe0 1e602821 1e601000 1e601820 fd000fe0,"		r = (r + x/r) / 2; 
"
f20f1045f8 66480f7ec0,fd400fe0,"	return r;
"
66480f6ec0 5d c3,910083ff d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
488d45fc 4889c6 bf18204000 b800000000 e871feffff,910073e0 aa0003e1 90000000 911e2000 97ffff95,"	scanf(""%d"", &num);
"
8b45fc 89c7 e85dffffff 66480f7ec0 66480f6ec0 bf1b204000 b801000000 e83efeffff,b9401fe0 97ffffdd 90000000 911e4000 97ffff94,"	printf(""%lf \n"", squareRoot(num));
"
b800000000,52800000,"	return 0;
"
c9 c3 0f1f8000000000,a8c27bfd d65f03c0,}
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ 
"
c745f800000000,b9001bff,"int i,n,c=0;
"
bf04204000 b800000000 e8dcfeffff,90000000 911e4000 97ffffb5,"printf(""Enter a Number : "");
"
488d45f4 4889c6 bf16204000 b800000000 e8d6feffff,910053e0 aa0003e1 90000000 911ea000 97ffffac,"scanf(""%d"",&n);
"
c745fc02000000 eb26 8345fc01 8b45f4 3945fc 7cd2,52800040 b9001fe0 14000013 b9401fe0 11000400 b9001fe0 b94017e0 b9401fe1 6b00003f 54fffd6b,"for(i=2;i<n;i++)
"
8b45f4 99 f77dfc 89d0 85c0 7515,b94017e0 b9401fe1 1ac10c02 b9401fe1 1b017c41 4b010000 7100001f 54000101,"  if(n%i==0)
"
bf19204000 b800000000 e8a1feffff,90000000 911ec000 97ffffa2,"    printf(""NOT a prime number"");
"
8345f801,b9401be0 11000400 b9001be0,"    c++;
"
eb0c,14000008,"    break;
"
837df800 7514,b9401be0 7100001f 540000c1,"if(c==0)
"
8b45f4 89c6 bf2c204000 b800000000 e875feffff,b94017e0 2a0003e1 90000000 911f2000 97ffff8f,"printf(""%d is a prime number"",n);
"
90 c9 c3 6690,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10 897dfc,a9be7bfd 910003fd b9001fe0,"int factorial(int num) {
"
837dfc01 7507,b9401fe0 7100041f 54000061,"  if (num == 1)
"
b801000000 eb11,52800020 14000007,"    return 1;
"
8b45fc 83e801 89c7 e8dbffffff 0faf45fc,b9401fe0 51000400 97fffff6 2a0003e1 b9401fe0 1b007c20,"    return num * factorial(num - 1);
"
c9 c3,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9bd7bfd 910003fd f9000bf3,"int main() {
"
bf04204000 b800000000 e8b8feffff,90000000 911dc000 97ffffa5,"  printf(""Type a positive number: "");
"
488d45fc 4889c6 bf1d204000 b800000000 e8b2feffff,9100b3e0 aa0003e1 90000000 911e4000 97ffff9c,"  scanf(""%d"", & number);
"
8b45fc 89c7 e89effffff 89c2 8b45fc 89c6 bf20204000 b800000000 e882feffff,b9402ff3 b9402fe0 97ffffe3 2a0003e2 2a1303e1 90000000 911e6000 97ffff98,"  printf(""%d! is equal to %d"", number, factorial(number));
"
b800000000,52800000,"  return 0;
"
c9 c3 662e0f1f840000000000 90,f9400bf3 a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ int a,b,c;
"
bf04204000 b800000000 e8e3feffff,90000000 911cc000 97ffffb6,"printf(""Enter two Numbers : "");
"
488d55f4 488d45f8 4889c6 bf19204000 b800000000 e8d9feffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911d2000 97ffffab,"scanf(""%d %d"",&a,&b);
"
8b45f8 8b4df4 99 f7f9 8945fc,b9401be1 b94017e0 1ac00c20 b9001fe0,"c=a/b;
"
8b45fc 89c6 bf1f204000 b800000000 e8a9feffff,b9401fe1 90000000 911d4000 97ffffa7,"printf(""Division is %d"",c);
"
90 c9 c3 660f1f440000,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec20 897dec,a9bd7bfd 910003fd b9001fe0,"{
"
bf00000000 e8d5feffff 89c7 e8befeffff,d2800000 97ffff96 97ffffad,"  srand(time(NULL));
"
8b45ec 8945fc,b9401fe0 b9002fe0,"  int n = (DiceSides - 1) + 1; //n in this case is the range of the random int
"
e8e3feffff 99 f77dfc 89d0 83c001 8945f8,97ffff96 b9402fe1 1ac10c02 b9402fe1 1b017c41 4b010000 11000400 b9002be0,"  int DiceRoll  = 1 + rand() % n;
"
8b45f8,b9402be0,"  return DiceRoll;
"
c9 c3,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec20 897dec 89f0 8845e8,a9bd7bfd 910003fd b9001fe0 39006fe1,"{
"
bf08204000 e868feffff,90000000 9122e000 97ffff91,"  printf(""Enter the number of sides your die has. \n"");
"
488d45f8 4889c6 bf31204000 b800000000 e892feffff,9100a3e0 aa0003e1 90000000 9123a000 97ffff90,"  scanf(""%d"",&DiceSides);
"
8b45f8 89c7 e88effffff 8945fc,b9402be0 97ffffe0 b9002fe0,"  int Dice = Diceroll(DiceSides);
"
8b45fc 89c6 bf34204000 b800000000 e841feffff,b9402fe1 90000000 9123c000 97ffff91,"  printf(""you rolled a %d \n"",Dice);
"
b800000000,52800000,"  return 0;
"
c9 c3 662e0f1f840000000000,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
bf08204000 e8d8feffff,90000000 911e2000 97ffffb2,"    printf(""Enter two no :\n"");
"
488d55f4 488d45f8 4889c6 bf17204000 b800000000 e8defeffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911e6000 97ffffaf,"    scanf(""%d%d"",&a,&b);
"
